# SignalP-6.0	Organism: Eukarya	Timestamp: 20260529221344
# ID	Prediction	OTHER	SP(Sec/SPI)	CS Position
ENST00000237512.4	OTHER	1.000000	0.000000	
ENST00000238181.11	OTHER	1.000000	0.000000	
ENST00000238831.9	OTHER	1.000000	0.000001	
ENST00000240499.8	OTHER	1.000000	0.000000	
ENST00000242591.10	OTHER	1.000000	0.000000	
ENST00000244776.11	OTHER	1.000000	0.000001	
ENST00000244777.6	OTHER	1.000000	0.000000	
ENST00000245544.9	OTHER	1.000000	0.000000	
ENST00000245838.13	OTHER	1.000000	0.000000	
ENST00000246043.8	OTHER	1.000000	0.000000	
ENST00000246314.10	OTHER	1.000000	0.000000	
ENST00000247655.4	OTHER	0.999932	0.000057	
ENST00000248070.10	OTHER	1.000000	0.000000	
ENST00000248089.8	OTHER	1.000000	0.000000	
ENST00000248114.7	OTHER	1.000000	0.000001	
ENST00000250076.8	OTHER	1.000000	0.000001	
ENST00000251127.11	OTHER	0.999972	0.000024	
ENST00000251334.7	OTHER	1.000000	0.000000	
ENST00000252674.9	OTHER	1.000000	0.000000	
ENST00000252713.9	OTHER	1.000000	0.000000	
ENST00000252809.3	SP	0.000310	0.999671	CS pos: 29-30. Pr: 0.9669
ENST00000252818.5	OTHER	1.000000	0.000000	
ENST00000253778.13	OTHER	1.000000	0.000000	
ENST00000254722.9	SP	0.000312	0.999669	CS pos: 19-20. Pr: 0.9621
ENST00000255006.12	OTHER	1.000000	0.000000	
ENST00000255189.8	OTHER	1.000000	0.000000	
ENST00000255390.10	OTHER	1.000000	0.000000	
ENST00000255486.8	OTHER	1.000000	0.000000	
ENST00000255557.8	OTHER	1.000000	0.000000	
ENST00000255674.11	OTHER	1.000000	0.000000	
ENST00000255830.7	OTHER	1.000000	0.000000	
ENST00000256594.7	OTHER	1.000000	0.000000	
ENST00000256720.6	OTHER	1.000000	0.000000	
ENST00000256969.7	SP	0.000227	0.999761	CS pos: 26-27. Pr: 0.9761
ENST00000257181.10	OTHER	1.000000	0.000000	
ENST00000257829.8	OTHER	1.000000	0.000000	
ENST00000257895.10	OTHER	0.999948	0.000061	
ENST00000258200.8	OTHER	1.000000	0.000000	
ENST00000258457.7	OTHER	1.000000	0.000001	
ENST00000258770.8	OTHER	1.000000	0.000000	
ENST00000259038.6	OTHER	1.000000	0.000000	
ENST00000260563.4	OTHER	1.000000	0.000010	
ENST00000261458.8	OTHER	0.996826	0.003189	
ENST00000261499.11	OTHER	0.832953	0.167064	
ENST00000261569.11	OTHER	1.000000	0.000000	
ENST00000261658.7	OTHER	1.000000	0.000000	
ENST00000261681.9	OTHER	1.000000	0.000000	
ENST00000261741.10	OTHER	1.000000	0.000000	
ENST00000261749.11	OTHER	1.000000	0.000001	
ENST00000261755.9	OTHER	1.000000	0.000000	
ENST00000261811.6	OTHER	1.000000	0.000000	
ENST00000261819.8	OTHER	1.000000	0.000001	
ENST00000261833.11	OTHER	1.000000	0.000000	
ENST00000261889.9	OTHER	0.999958	0.000097	
ENST00000262320.8	OTHER	1.000000	0.000000	
ENST00000263125.10	OTHER	1.000000	0.000010	
ENST00000263246.8	OTHER	1.000000	0.000000	
ENST00000263969.9	OTHER	1.000000	0.000000	
ENST00000264344.10	OTHER	1.000000	0.000000	
ENST00000264644.10	OTHER	1.000000	0.000000	
ENST00000265052.10	OTHER	1.000000	0.000000	
ENST00000265081.7	OTHER	1.000000	0.000000	
ENST00000265437.9	OTHER	1.000000	0.000001	
ENST00000265562.5	OTHER	1.000000	0.000000	
ENST00000265564.8	OTHER	1.000000	0.000001	
ENST00000265620.11	OTHER	1.000000	0.000021	
ENST00000266304.9	OTHER	1.000000	0.000000	
ENST00000267101.8	SP	0.000244	0.999721	CS pos: 19-20. Pr: 0.9762
ENST00000267205.7	OTHER	1.000000	0.000000	
ENST00000268057.9	OTHER	1.000000	0.000000	
ENST00000268841.10	OTHER	0.832953	0.167064	
ENST00000268942.12	OTHER	1.000000	0.000000	
ENST00000269318.9	OTHER	1.000000	0.000001	
ENST00000269383.8	OTHER	0.999584	0.000460	
ENST00000269445.10	OTHER	1.000000	0.000000	
ENST00000269932.10	OTHER	1.000000	0.000001	
ENST00000270139.8	SP	0.000567	0.999423	CS pos: 22-23. Pr: 0.9710
ENST00000270223.7	OTHER	1.000000	0.000000	
ENST00000270747.8	OTHER	0.999973	0.000063	
ENST00000271227.11	OTHER	0.999988	0.000027	
ENST00000271450.12	SP	0.000388	0.999595	CS pos: 33-34. Pr: 0.9645
ENST00000272321.12	OTHER	1.000000	0.000000	
ENST00000272430.10	OTHER	1.000000	0.000000	
ENST00000272732.11	OTHER	0.999836	0.000211	
ENST00000274054.3	OTHER	1.000000	0.000000	
ENST00000274498.9	OTHER	1.000000	0.000000	
ENST00000274747.11	OTHER	1.000000	0.000000	
ENST00000275560.4	OTHER	0.665888	0.334104	
ENST00000275815.4	SP	0.000218	0.999788	CS pos: 25-26. Pr: 0.9718
ENST00000277554.4	OTHER	1.000000	0.000000	
ENST00000278070.7	OTHER	1.000000	0.000029	
ENST00000278198.2	SP	0.052553	0.947423	CS pos: 44-45. Pr: 0.8870
ENST00000278224.13	OTHER	1.000000	0.000009	
ENST00000278319.10	OTHER	1.000000	0.000000	
ENST00000278426.8	OTHER	1.000000	0.000001	
ENST00000278919.8	OTHER	1.000000	0.000000	
ENST00000280083.7	OTHER	1.000000	0.000023	
ENST00000280979.9	OTHER	0.999607	0.000412	
ENST00000281419.8	OTHER	1.000000	0.000000	
ENST00000283249.7	SP	0.000214	0.999756	CS pos: 21-22. Pr: 0.9755
ENST00000283297.5	OTHER	1.000000	0.000000	
ENST00000284503.7	OTHER	1.000000	0.000000	
ENST00000284548.16	OTHER	1.000000	0.000002	
ENST00000285083.10	OTHER	1.000000	0.000000	
ENST00000285689.8	OTHER	1.000000	0.000001	
ENST00000285850.11	OTHER	0.999981	0.000023	
ENST00000285908.5	OTHER	1.000000	0.000000	
ENST00000285947.5	OTHER	1.000000	0.000001	
ENST00000286196.9	OTHER	1.000000	0.000000	
ENST00000286353.9	OTHER	0.991715	0.008316	
ENST00000286627.10	OTHER	1.000000	0.000000	
ENST00000286918.9	OTHER	1.000000	0.000000	
ENST00000287706.8	OTHER	1.000000	0.000000	
ENST00000287878.9	OTHER	1.000000	0.000000	
ENST00000288168.14	OTHER	1.000000	0.000000	
ENST00000289577.9	SP	0.000347	0.999645	CS pos: 29-30. Pr: 0.9635
ENST00000289656.3	OTHER	1.000000	0.000000	
ENST00000289816.9	OTHER	1.000000	0.000000	
ENST00000290894.12	OTHER	1.000000	0.000000	
ENST00000291294.7	OTHER	1.000000	0.000000	
ENST00000291547.10	OTHER	0.999359	0.000663	
ENST00000291565.9	OTHER	1.000000	0.000000	
ENST00000291705.11	OTHER	1.000000	0.000000	
ENST00000291839.10	OTHER	0.999807	0.000208	
ENST00000292140.10	OTHER	1.000000	0.000001	
ENST00000292199.6	OTHER	1.000000	0.000027	
ENST00000292524.6	OTHER	1.000000	0.000001	
ENST00000292566.4	OTHER	1.000000	0.000001	
ENST00000294066.7	OTHER	1.000000	0.000000	
ENST00000294129.7	OTHER	1.000000	0.000001	
ENST00000294339.3	OTHER	0.999949	0.000099	
ENST00000295760.11	SP	0.000221	0.999758	CS pos: 27-28. Pr: 0.7357
ENST00000295902.11	OTHER	1.000000	0.000000	
ENST00000295920.7	OTHER	1.000000	0.000000	
ENST00000296092.7	OTHER	1.000000	0.000000	
ENST00000296350.10	SP	0.000306	0.999672	CS pos: 19-20. Pr: 0.9722
ENST00000296351.8	SP	0.000306	0.999672	CS pos: 19-20. Pr: 0.9722
ENST00000296521.11	OTHER	1.000000	0.000000	
ENST00000296522.11	OTHER	1.000000	0.000000	
ENST00000296615.10	OTHER	1.000000	0.000000	
ENST00000297109.11	OTHER	1.000000	0.000000	
ENST00000298630.8	OTHER	1.000000	0.000001	
ENST00000298687.9	OTHER	1.000000	0.000000	
ENST00000298912.9	OTHER	1.000000	0.000000	
ENST00000299092.4	OTHER	1.000000	0.000013	
ENST00000299237.3	OTHER	1.000000	0.000001	
ENST00000299957.11	OTHER	1.000000	0.000007	
ENST00000300036.6	OTHER	1.000000	0.000000	
ENST00000300176.9	OTHER	0.999522	0.000525	
ENST00000300853.8	OTHER	1.000000	0.000000	
ENST00000301242.9	OTHER	1.000000	0.000000	
ENST00000302003.11	OTHER	1.000000	0.000000	
ENST00000302036.12	OTHER	1.000000	0.000000	
ENST00000302490.12	OTHER	1.000000	0.000000	
ENST00000303391.11	OTHER	1.000000	0.000001	
ENST00000303459.10	OTHER	1.000000	0.000000	
ENST00000303536.8	OTHER	1.000000	0.000000	
ENST00000303721.12	OTHER	1.000000	0.000000	
ENST00000303757.12	OTHER	1.000000	0.000000	
ENST00000303887.10	OTHER	1.000000	0.000000	
ENST00000303892.10	OTHER	1.000000	0.000000	
ENST00000303961.9	OTHER	1.000000	0.000000	
ENST00000304231.12	OTHER	1.000000	0.000052	
ENST00000304478.9	OTHER	1.000000	0.000000	
ENST00000304567.10	OTHER	1.000000	0.000000	
ENST00000304685.8	OTHER	1.000000	0.000000	
ENST00000304771.8	OTHER	1.000000	0.000000	
ENST00000304842.6	OTHER	0.996944	0.003069	
ENST00000305557.9	OTHER	1.000000	0.000000	
ENST00000306052.12	SP	0.000258	0.999730	CS pos: 34-35. Pr: 0.4267
ENST00000306336.6	OTHER	1.000000	0.000000	
ENST00000306562.8	OTHER	0.995321	0.004728	
ENST00000307441.13	OTHER	1.000000	0.000000	
ENST00000307650.9	OTHER	1.000000	0.000000	
ENST00000307738.5	OTHER	1.000000	0.000001	
ENST00000307851.9	SP	0.000202	0.999744	CS pos: 21-22. Pr: 0.9764
ENST00000308275.8	OTHER	1.000000	0.000000	
ENST00000308521.10	OTHER	1.000000	0.000000	
ENST00000308527.6	OTHER	1.000000	0.000001	
ENST00000308659.12	OTHER	1.000000	0.000000	
ENST00000309017.8	OTHER	1.000000	0.000001	
ENST00000309955.8	OTHER	1.000000	0.000000	
ENST00000310232.11	OTHER	1.000000	0.000000	
ENST00000310454.10	OTHER	0.964195	0.035824	
ENST00000310682.6	OTHER	1.000000	0.000008	
ENST00000311052.10	OTHER	0.999981	0.000031	
ENST00000311086.9	OTHER	1.000000	0.000000	
ENST00000311160.14	OTHER	1.000000	0.000000	
ENST00000311487.9	OTHER	1.000000	0.000000	
ENST00000311506.10	OTHER	1.000000	0.000001	
ENST00000311604.8	OTHER	1.000000	0.000000	
ENST00000311852.11	SP	0.000854	0.999107	CS pos: 28-29. Pr: 0.9425
ENST00000312629.10	OTHER	1.000000	0.000001	
ENST00000313056.10	OTHER	0.999801	0.000205	
ENST00000313213.5	OTHER	1.000000	0.000000	
ENST00000313244.14	OTHER	1.000000	0.000000	
ENST00000313285.12	OTHER	1.000000	0.000000	
ENST00000313288.9	OTHER	1.000000	0.000000	
ENST00000313552.11	OTHER	1.000000	0.000000	
ENST00000313581.4	OTHER	1.000000	0.000000	
ENST00000313695.11	OTHER	0.999788	0.000259	
ENST00000314235.9	OTHER	0.986102	0.013887	
ENST00000314289.13	OTHER	0.999911	0.000138	
ENST00000314888.10	OTHER	1.000000	0.000000	
ENST00000315273.4	OTHER	1.000000	0.000000	
ENST00000315392.9	SP	0.000228	0.999742	CS pos: 18-19. Pr: 0.9697
ENST00000315544.6	OTHER	1.000000	0.000000	
ENST00000315849.5	OTHER	1.000000	0.000000	
ENST00000315930.11	OTHER	1.000000	0.000000	
ENST00000316185.9	OTHER	1.000000	0.000001	
ENST00000316724.10	OTHER	1.000000	0.000000	
ENST00000316738.12	OTHER	1.000000	0.000000	
ENST00000316900.9	OTHER	1.000000	0.000000	
ENST00000316902.12	OTHER	0.999961	0.000051	
ENST00000316911.10	OTHER	0.999335	0.000663	
ENST00000317091.10	SP	0.000320	0.999660	CS pos: 26-27. Pr: 0.9458
ENST00000317613.10	OTHER	1.000000	0.000001	
ENST00000318023.11	OTHER	1.000000	0.000000	
ENST00000318430.10	OTHER	1.000000	0.000000	
ENST00000318724.8	OTHER	1.000000	0.000000	
ENST00000319349.10	OTHER	1.000000	0.000000	
ENST00000319580.13	OTHER	1.000000	0.000000	
ENST00000320211.10	OTHER	1.000000	0.000001	
ENST00000320246.10	OTHER	1.000000	0.000000	
ENST00000320334.5	SP	0.000238	0.999750	CS pos: 21-22. Pr: 0.9783
ENST00000320583.9	OTHER	1.000000	0.000000	
ENST00000320985.14	OTHER	1.000000	0.000000	
ENST00000321367.8	OTHER	1.000000	0.000000	
ENST00000321453.12	OTHER	1.000000	0.000000	
ENST00000321460.5	OTHER	1.000000	0.000000	
ENST00000321464.7	OTHER	1.000000	0.000000	
ENST00000321489.9	OTHER	1.000000	0.000000	
ENST00000321685.7	OTHER	1.000000	0.000000	
ENST00000321764.4	OTHER	1.000000	0.000000	
ENST00000321919.14	OTHER	1.000000	0.000000	
ENST00000321949.13	OTHER	1.000000	0.000000	
ENST00000322165.1	OTHER	0.996138	0.003887	
ENST00000322213.9	OTHER	1.000000	0.000000	
ENST00000322507.13	SP	0.000286	0.999674	CS pos: 23-24. Pr: 0.9814
ENST00000323418.10	OTHER	1.000000	0.000000	
ENST00000323492.11	OTHER	1.000000	0.000000	
ENST00000323817.7	OTHER	1.000000	0.000000	
ENST00000323819.8	OTHER	1.000000	0.000000	
ENST00000323984.8	OTHER	1.000000	0.000001	
ENST00000323997.10	OTHER	1.000000	0.000000	
ENST00000324333.14	OTHER	1.000000	0.000000	
ENST00000324350.9	OTHER	1.000000	0.000000	
ENST00000324366.13	OTHER	1.000000	0.000000	
ENST00000324411.8	OTHER	1.000000	0.000000	
ENST00000324453.13	OTHER	1.000000	0.000000	
ENST00000324489.5	OTHER	1.000000	0.000000	
ENST00000325327.4	OTHER	1.000000	0.000000	
ENST00000325568.9	OTHER	1.000000	0.000000	
ENST00000325997.13	OTHER	0.999853	0.000137	
ENST00000326402.9	OTHER	1.000000	0.000000	
ENST00000326434.9	SP	0.001242	0.998738	CS pos: 29-30. Pr: 0.9686
ENST00000326575.9	OTHER	1.000000	0.000011	
ENST00000326587.12	OTHER	1.000000	0.000000	
ENST00000326729.9	OTHER	1.000000	0.000000	
ENST00000326771.2	OTHER	1.000000	0.000001	
ENST00000327247.9	SP	0.002059	0.997927	CS pos: 39-40. Pr: 0.7888
ENST00000327574.4	OTHER	1.000000	0.000000	
ENST00000328540.8	OTHER	1.000000	0.000022	
ENST00000329016.10	OTHER	1.000000	0.000002	
ENST00000329197.9	OTHER	0.999801	0.000205	
ENST00000329236.8	OTHER	1.000000	0.000000	
ENST00000329420.12	OTHER	1.000000	0.000001	
ENST00000329548.5	OTHER	0.984344	0.015645	
ENST00000329627.11	OTHER	0.999971	0.000069	
ENST00000329630.10	OTHER	1.000000	0.000000	
ENST00000330915.7	OTHER	1.000000	0.000000	
ENST00000332131.9	OTHER	1.000000	0.000000	
ENST00000332431.5	OTHER	1.000000	0.000000	
ENST00000333137.12	OTHER	1.000000	0.000000	
ENST00000333229.6	OTHER	1.000000	0.000000	
ENST00000333407.11	OTHER	1.000000	0.000001	
ENST00000333957.8	OTHER	1.000000	0.000000	
ENST00000334218.9	OTHER	1.000000	0.000000	
ENST00000334494.8	OTHER	1.000000	0.000000	
ENST00000334661.5	OTHER	1.000000	0.000000	
ENST00000334933.8	OTHER	1.000000	0.000001	
ENST00000334937.8	OTHER	1.000000	0.000000	
ENST00000335090.6	OTHER	1.000000	0.000000	
ENST00000335251.11	OTHER	1.000000	0.000007	
ENST00000335281.8	OTHER	1.000000	0.000041	
ENST00000335327.6	OTHER	1.000000	0.000000	
ENST00000335754.8	OTHER	1.000000	0.000000	
ENST00000335972.11	OTHER	1.000000	0.000000	
ENST00000336126.6	OTHER	1.000000	0.000000	
ENST00000336332.5	OTHER	1.000000	0.000001	
ENST00000336648.8	OTHER	1.000000	0.000000	
ENST00000336934.10	OTHER	1.000000	0.000000	
ENST00000336949.7	OTHER	1.000000	0.000000	
ENST00000337057.8	OTHER	1.000000	0.000000	
ENST00000337566.9	OTHER	1.000000	0.000008	
ENST00000337604.6	SP	0.000429	0.999548	CS pos: 23-24. Pr: 0.9806
ENST00000337679.12	OTHER	1.000000	0.000005	
ENST00000337706.7	OTHER	1.000000	0.000000	
ENST00000337843.7	OTHER	0.872120	0.127895	
ENST00000337851.9	OTHER	1.000000	0.000015	
ENST00000337872.9	OTHER	1.000000	0.000000	
ENST00000337959.8	OTHER	1.000000	0.000000	
ENST00000338130.7	OTHER	1.000000	0.000000	
ENST00000338306.8	OTHER	1.000000	0.000000	
ENST00000338446.8	OTHER	0.998485	0.001548	
ENST00000338637.13	OTHER	1.000000	0.000000	
ENST00000338684.9	SP	0.000602	0.999378	CS pos: 24-25. Pr: 0.6292
ENST00000338797.10	OTHER	1.000000	0.000000	
ENST00000338920.8	OTHER	1.000000	0.000000	
ENST00000339282.12	OTHER	1.000000	0.000000	
ENST00000339374.11	OTHER	1.000000	0.000000	
ENST00000339413.11	OTHER	1.000000	0.000000	
ENST00000339450.10	OTHER	1.000000	0.000000	
ENST00000339511.9	OTHER	1.000000	0.000000	
ENST00000339530.8	OTHER	1.000000	0.000000	
ENST00000339556.8	OTHER	1.000000	0.000000	
ENST00000339656.8	OTHER	1.000000	0.000000	
ENST00000339738.10	OTHER	1.000000	0.000000	
ENST00000339777.5	OTHER	1.000000	0.000000	
ENST00000340139.10	OTHER	1.000000	0.000000	
ENST00000340149.6	OTHER	1.000000	0.000000	
ENST00000340192.11	OTHER	1.000000	0.000000	
ENST00000340417.8	OTHER	1.000000	0.000009	
ENST00000340630.9	OTHER	1.000000	0.000000	
ENST00000340912.6	OTHER	1.000000	0.000000	
ENST00000341222.10	OTHER	1.000000	0.000000	
ENST00000341322.4	OTHER	1.000000	0.000000	
ENST00000341502.9	OTHER	1.000000	0.000023	
ENST00000341749.7	OTHER	1.000000	0.000005	
ENST00000341872.10	OTHER	1.000000	0.000000	
ENST00000342058.9	SP	0.000237	0.999745	CS pos: 23-24. Pr: 0.9800
ENST00000342449.8	OTHER	1.000000	0.000000	
ENST00000342494.8	OTHER	1.000000	0.000000	
ENST00000342620.9	OTHER	1.000000	0.000000	
ENST00000342644.9	OTHER	1.000000	0.000001	
ENST00000342795.9	OTHER	1.000000	0.000000	
ENST00000343003.10	OTHER	1.000000	0.000000	
ENST00000343245.7	OTHER	1.000000	0.000000	
ENST00000343267.8	SP	0.000224	0.999720	CS pos: 20-21. Pr: 0.9765
ENST00000343289.9	OTHER	1.000000	0.000000	
ENST00000343550.9	OTHER	1.000000	0.000000	
ENST00000343575.11	SP	0.000190	0.999785	CS pos: 21-22. Pr: 0.9811
ENST00000343744.7	OTHER	1.000000	0.000000	
ENST00000343769.6	OTHER	1.000000	0.000001	
ENST00000343796.6	OTHER	1.000000	0.000000	
ENST00000343817.9	OTHER	1.000000	0.000000	
ENST00000344279.11	OTHER	1.000000	0.000000	
ENST00000344629.12	OTHER	1.000000	0.000000	
ENST00000345044.10	OTHER	1.000000	0.000000	
ENST00000345356.10	SP	0.000889	0.999091	CS pos: 23-24. Pr: 0.9642
ENST00000345363.8	OTHER	1.000000	0.000000	
ENST00000345716.9	OTHER	1.000000	0.000000	
ENST00000345795.6	OTHER	1.000000	0.000007	
ENST00000346226.7	OTHER	1.000000	0.000000	
ENST00000346501.8	OTHER	1.000000	0.000001	
ENST00000346691.9	OTHER	1.000000	0.000001	
ENST00000346798.8	SP	0.000225	0.999774	CS pos: 17-18. Pr: 0.9767
ENST00000346834.8	OTHER	1.000000	0.000000	
ENST00000347262.8	OTHER	1.000000	0.000000	
ENST00000347557.6	OTHER	1.000000	0.000000	
ENST00000347613.9	OTHER	1.000000	0.000013	
ENST00000347617.10	OTHER	1.000000	0.000000	
ENST00000348007.7	OTHER	1.000000	0.000023	
ENST00000348564.11	SP	0.000340	0.999628	CS pos: 25-26. Pr: 0.9604
ENST00000348579.6	OTHER	0.999982	0.000045	
ENST00000348750.8	OTHER	1.000000	0.000000	
ENST00000348990.9	SP	0.000225	0.999774	CS pos: 17-18. Pr: 0.9767
ENST00000349533.11	SP	0.269510	0.730478	CS pos: 21-22. Pr: 0.6090
ENST00000349697.2	OTHER	0.999237	0.000770	
ENST00000349703.7	OTHER	1.000000	0.000000	
ENST00000349748.8	OTHER	1.000000	0.000000	
ENST00000349938.8	OTHER	1.000000	0.000000	
ENST00000350302.8	OTHER	1.000000	0.000000	
ENST00000350499.6	OTHER	0.999954	0.000077	
ENST00000350638.10	OTHER	0.999877	0.000164	
ENST00000350792.7	OTHER	1.000000	0.000000	
ENST00000351439.10	OTHER	1.000000	0.000000	
ENST00000351659.7	OTHER	1.000000	0.000000	
ENST00000351829.9	OTHER	1.000000	0.000000	
ENST00000351948.8	OTHER	1.000000	0.000000	
ENST00000352527.6	OTHER	0.997808	0.002238	
ENST00000352684.2	OTHER	1.000000	0.000000	
ENST00000352937.6	OTHER	1.000000	0.000000	
ENST00000353267.8	OTHER	1.000000	0.000001	
ENST00000353555.9	SP	0.000215	0.999757	CS pos: 21-22. Pr: 0.9080
ENST00000354192.7	SP	0.000230	0.999742	CS pos: 17-18. Pr: 0.9759
ENST00000354212.9	OTHER	1.000000	0.000000	
ENST00000354359.12	OTHER	1.000000	0.000021	
ENST00000354412.7	SP	0.000258	0.999730	CS pos: 34-35. Pr: 0.4267
ENST00000354619.10	SP	0.000494	0.999475	CS pos: 33-34. Pr: 0.9542
ENST00000354679.3	OTHER	1.000000	0.000000	
ENST00000354842.5	OTHER	0.990844	0.009180	
ENST00000354866.7	OTHER	1.000000	0.000000	
ENST00000354869.8	OTHER	1.000000	0.000000	
ENST00000355029.9	OTHER	1.000000	0.000000	
ENST00000355040.8	OTHER	1.000000	0.000000	
ENST00000355209.9	OTHER	1.000000	0.000008	
ENST00000355445.7	OTHER	0.999984	0.000000	
ENST00000355585.9	OTHER	1.000000	0.000000	
ENST00000355673.8	OTHER	1.000000	0.000003	
ENST00000355680.8	OTHER	1.000000	0.000000	
ENST00000355725.8	OTHER	1.000000	0.000000	
ENST00000355860.7	OTHER	1.000000	0.000007	
ENST00000356175.7	OTHER	0.999886	0.000108	
ENST00000356311.10	OTHER	0.999954	0.000077	
ENST00000356392.9	OTHER	1.000000	0.000000	
ENST00000356762.7	OTHER	0.999714	0.000301	
ENST00000356818.7	OTHER	1.000000	0.000000	
ENST00000357086.10	OTHER	1.000000	0.000000	
ENST00000357390.8	OTHER	1.000000	0.000000	
ENST00000357460.7	OTHER	1.000000	0.000000	
ENST00000357484.10	OTHER	1.000000	0.000002	
ENST00000357573.10	OTHER	1.000000	0.000000	
ENST00000357700.11	OTHER	1.000000	0.000001	
ENST00000357774.9	OTHER	1.000000	0.000000	
ENST00000357864.6	OTHER	1.000000	0.000000	
ENST00000357903.7	SP	0.000225	0.999774	CS pos: 17-18. Pr: 0.9767
ENST00000358201.9	OTHER	1.000000	0.000000	
ENST00000358273.9	OTHER	0.999886	0.000108	
ENST00000358485.8	OTHER	1.000000	0.000000	
ENST00000358683.8	OTHER	1.000000	0.000000	
ENST00000358707.7	OTHER	1.000000	0.000000	
ENST00000358731.9	OTHER	1.000000	0.000001	
ENST00000358918.7	SP	0.000225	0.999774	CS pos: 17-18. Pr: 0.9767
ENST00000359042.6	OTHER	1.000000	0.000000	
ENST00000359139.7	OTHER	1.000000	0.000000	
ENST00000359273.8	OTHER	0.999420	0.000591	
ENST00000359370.10	OTHER	1.000000	0.000000	
ENST00000359637.3	SP	0.000215	0.999743	CS pos: 18-19. Pr: 0.9788
ENST00000359674.8	OTHER	0.999973	0.000031	
ENST00000359750.8	OTHER	0.999335	0.000663	
ENST00000359867.7	OTHER	1.000000	0.000000	
ENST00000359942.8	OTHER	1.000000	0.000003	
ENST00000359979.8	OTHER	1.000000	0.000000	
ENST00000360000.8	OTHER	1.000000	0.000000	
ENST00000360135.8	OTHER	1.000000	0.000001	
ENST00000360301.8	OTHER	1.000000	0.000001	
ENST00000360463.7	OTHER	1.000000	0.000000	
ENST00000360570.8	OTHER	1.000000	0.000000	
ENST00000360642.7	OTHER	1.000000	0.000013	
ENST00000360807.8	OTHER	1.000000	0.000000	
ENST00000360851.4	OTHER	1.000000	0.000000	
ENST00000360961.11	OTHER	0.999400	0.000595	
ENST00000360966.9	OTHER	1.000000	0.000000	
ENST00000361042.8	OTHER	1.000000	0.000000	
ENST00000361115.4	SP	0.000303	0.999684	CS pos: 19-20. Pr: 0.9790
ENST00000361175.8	OTHER	1.000000	0.000000	
ENST00000361189.7	OTHER	1.000000	0.000000	
ENST00000361247.9	OTHER	1.000000	0.000013	
ENST00000361278.7	OTHER	1.000000	0.000000	
ENST00000361351.8	OTHER	1.000000	0.000000	
ENST00000361507.5	OTHER	1.000000	0.000000	
ENST00000361528.8	OTHER	1.000000	0.000000	
ENST00000361556.9	OTHER	0.999922	0.000109	
ENST00000361557.4	OTHER	1.000000	0.000000	
ENST00000361686.8	OTHER	1.000000	0.000000	
ENST00000361762.3	SP	0.260672	0.739284	CS pos: 30-31. Pr: 0.5745
ENST00000361778.7	OTHER	0.687243	0.312774	
ENST00000361909.8	OTHER	0.999933	0.000044	
ENST00000361910.9	OTHER	0.971244	0.028762	
