# SignalP-6.0	Organism: Eukarya	Timestamp: 20260627170026
# ID	Prediction	OTHER	SP(Sec/SPI)	CS Position
ENST00000231198.12	OTHER	1.000000	0.000000	
ENST00000231751.9	SP	0.000219	0.999783	CS pos: 19-20. Pr: 0.9809
ENST00000232458.9	OTHER	1.000000	0.000001	
ENST00000232974.11	OTHER	1.000000	0.000000	
ENST00000234256.4	OTHER	0.999932	0.000070	
ENST00000235310.7	OTHER	1.000000	0.000000	
ENST00000238892.4	OTHER	1.000000	0.000000	
ENST00000238936.8	OTHER	1.000000	0.000000	
ENST00000242591.10	OTHER	1.000000	0.000000	
ENST00000242729.7	OTHER	0.999775	0.000265	
ENST00000243050.5	OTHER	1.000000	0.000000	
ENST00000244020.5	OTHER	1.000000	0.000000	
ENST00000245451.9	SP	0.000243	0.999741	CS pos: 24-25. Pr: 0.9677
ENST00000245663.9	OTHER	1.000000	0.000000	
ENST00000246174.6	OTHER	1.000000	0.000002	
ENST00000247138.11	OTHER	0.999972	0.000024	
ENST00000248342.9	OTHER	1.000000	0.000000	
ENST00000250173.5	OTHER	1.000000	0.000000	
ENST00000251993.11	OTHER	1.000000	0.000002	
ENST00000252602.2	OTHER	1.000000	0.000000	
ENST00000252674.9	OTHER	1.000000	0.000000	
ENST00000253686.7	OTHER	1.000000	0.000000	
ENST00000254722.9	SP	0.000312	0.999669	CS pos: 19-20. Pr: 0.9621
ENST00000255189.8	OTHER	1.000000	0.000000	
ENST00000255380.8	OTHER	0.967934	0.032064	
ENST00000256178.8	SP	0.026086	0.973901	CS pos: 23-24. Pr: 0.8558
ENST00000256996.9	OTHER	1.000000	0.000001	
ENST00000257637.8	OTHER	1.000000	0.000007	
ENST00000258457.7	OTHER	1.000000	0.000001	
ENST00000258770.8	OTHER	1.000000	0.000000	
ENST00000258807.5	OTHER	1.000000	0.000000	
ENST00000259698.9	OTHER	1.000000	0.000000	
ENST00000261755.9	OTHER	1.000000	0.000000	
ENST00000261819.8	OTHER	1.000000	0.000001	
ENST00000262722.11	SP	0.000267	0.999686	CS pos: 29-30. Pr: 0.9729
ENST00000262765.10	OTHER	1.000000	0.000000	
ENST00000263056.6	OTHER	1.000000	0.000000	
ENST00000263083.12	OTHER	1.000000	0.000001	
ENST00000263084.7	OTHER	1.000000	0.000008	
ENST00000263805.8	OTHER	1.000000	0.000000	
ENST00000263974.4	OTHER	1.000000	0.000000	
ENST00000263991.9	OTHER	1.000000	0.000000	
ENST00000264343.4	OTHER	1.000000	0.000001	
ENST00000264644.10	OTHER	1.000000	0.000000	
ENST00000264709.7	OTHER	1.000000	0.000000	
ENST00000264716.9	OTHER	1.000000	0.000000	
ENST00000264904.8	OTHER	1.000000	0.000001	
ENST00000265171.10	SP	0.001249	0.998723	CS pos: 14-15. Pr: 0.8306
ENST00000265382.8	OTHER	1.000000	0.000001	
ENST00000265734.8	OTHER	1.000000	0.000000	
ENST00000266304.9	OTHER	1.000000	0.000000	
ENST00000266718.5	SP	0.000256	0.999736	CS pos: 18-19. Pr: 0.9788
ENST00000266736.7	OTHER	1.000000	0.000000	
ENST00000267101.8	SP	0.000244	0.999721	CS pos: 19-20. Pr: 0.9762
ENST00000267814.14	OTHER	1.000000	0.000000	
ENST00000267996.11	OTHER	1.000000	0.000000	
ENST00000269095.9	OTHER	1.000000	0.000000	
ENST00000269305.9	OTHER	1.000000	0.000000	
ENST00000269318.9	OTHER	1.000000	0.000001	
ENST00000269932.10	OTHER	1.000000	0.000001	
ENST00000271450.12	SP	0.000388	0.999595	CS pos: 33-34. Pr: 0.9645
ENST00000271643.9	SP	0.000251	0.999721	CS pos: 24-25. Pr: 0.9798
ENST00000271651.8	SP	0.000312	0.999665	CS pos: 15-16. Pr: 0.9682
ENST00000273691.7	SP	0.013994	0.985959	CS pos: 23-24. Pr: 0.9120
ENST00000277900.12	OTHER	1.000000	0.000000	
ENST00000278064.7	OTHER	0.999644	0.000406	
ENST00000278070.7	OTHER	1.000000	0.000029	
ENST00000278198.2	SP	0.052553	0.947423	CS pos: 44-45. Pr: 0.8870
ENST00000279027.9	OTHER	1.000000	0.000004	
ENST00000279804.3	OTHER	1.000000	0.000001	
ENST00000280979.9	OTHER	0.999607	0.000412	
ENST00000281419.8	OTHER	1.000000	0.000000	
ENST00000281708.10	OTHER	1.000000	0.000000	
ENST00000281772.14	OTHER	1.000000	0.000000	
ENST00000282041.11	OTHER	1.000000	0.000000	
ENST00000284073.7	OTHER	1.000000	0.000004	
ENST00000284292.11	OTHER	1.000000	0.000000	
ENST00000284509.11	OTHER	0.999745	0.000254	
ENST00000285908.5	OTHER	1.000000	0.000000	
ENST00000285947.5	OTHER	1.000000	0.000001	
ENST00000286494.9	OTHER	1.000000	0.000001	
ENST00000286648.10	OTHER	1.000000	0.000000	
ENST00000286918.9	OTHER	1.000000	0.000000	
ENST00000287713.7	OTHER	1.000000	0.000000	
ENST00000287908.7	OTHER	1.000000	0.000000	
ENST00000288398.10	OTHER	1.000000	0.000000	
ENST00000288774.8	OTHER	1.000000	0.000025	
ENST00000288840.10	OTHER	1.000000	0.000000	
ENST00000289269.7	SP	0.393553	0.606436	CS pos: 42-43. Pr: 0.5460
ENST00000289577.9	SP	0.000347	0.999645	CS pos: 29-30. Pr: 0.9635
ENST00000289989.10	OTHER	0.999906	0.000134	
ENST00000290317.9	OTHER	1.000000	0.000000	
ENST00000291547.10	OTHER	0.999359	0.000663	
ENST00000291565.9	OTHER	1.000000	0.000000	
ENST00000291825.11	OTHER	1.000000	0.000000	
ENST00000292524.6	OTHER	1.000000	0.000001	
ENST00000293217.10	OTHER	1.000000	0.000000	
ENST00000293525.5	OTHER	0.999770	0.000251	
ENST00000294066.7	OTHER	1.000000	0.000000	
ENST00000294868.8	OTHER	1.000000	0.000000	
ENST00000295297.4	SP	0.000231	0.999742	CS pos: 23-24. Pr: 0.9733
ENST00000295324.4	OTHER	1.000000	0.000000	
ENST00000295491.9	OTHER	1.000000	0.000000	
ENST00000295760.11	SP	0.000221	0.999758	CS pos: 27-28. Pr: 0.7357
ENST00000295920.7	OTHER	1.000000	0.000000	
ENST00000296059.7	OTHER	1.000000	0.000000	
ENST00000296350.10	SP	0.000306	0.999672	CS pos: 19-20. Pr: 0.9722
ENST00000296351.8	SP	0.000306	0.999672	CS pos: 19-20. Pr: 0.9722
ENST00000296555.11	OTHER	1.000000	0.000009	
ENST00000297268.11	SP	0.001050	0.998910	CS pos: 22-23. Pr: 0.8258
ENST00000298049.12	OTHER	1.000000	0.000000	
ENST00000298630.8	OTHER	1.000000	0.000001	
ENST00000298912.9	OTHER	1.000000	0.000000	
ENST00000299578.10	OTHER	1.000000	0.000002	
ENST00000299613.10	OTHER	1.000000	0.000000	
ENST00000300026.4	SP	0.001169	0.998751	CS pos: 33-34. Pr: 0.9584
ENST00000300035.9	OTHER	1.000000	0.000002	
ENST00000300036.6	OTHER	1.000000	0.000000	
ENST00000300408.8	OTHER	0.999971	0.000042	
ENST00000300737.8	SP	0.000208	0.999755	CS pos: 22-23. Pr: 0.9769
ENST00000300853.8	OTHER	1.000000	0.000000	
ENST00000301242.9	OTHER	1.000000	0.000000	
ENST00000301318.8	OTHER	0.999962	0.000082	
ENST00000301608.9	OTHER	1.000000	0.000000	
ENST00000301686.13	OTHER	1.000000	0.000000	
ENST00000301897.5	OTHER	1.000000	0.000001	
ENST00000302345.6	OTHER	0.999988	0.000033	
ENST00000302386.10	OTHER	1.000000	0.000000	
ENST00000302490.12	OTHER	1.000000	0.000000	
ENST00000302907.9	OTHER	1.000000	0.000000	
ENST00000302995.2	OTHER	1.000000	0.000000	
ENST00000303375.10	SP	0.000272	0.999713	CS pos: 30-31. Pr: 0.9786
ENST00000303887.10	OTHER	1.000000	0.000000	
ENST00000304004.7	OTHER	1.000000	0.000000	
ENST00000304685.8	OTHER	1.000000	0.000000	
ENST00000305046.13	OTHER	1.000000	0.000000	
ENST00000305108.10	OTHER	0.999895	0.000112	
ENST00000306052.12	SP	0.000258	0.999730	CS pos: 34-35. Pr: 0.4267
ENST00000307142.9	OTHER	1.000000	0.000001	
ENST00000307257.10	OTHER	1.000000	0.000000	
ENST00000307360.6	SP	0.000213	0.999731	CS pos: 28-29. Pr: 0.9441
ENST00000307650.9	OTHER	1.000000	0.000000	
ENST00000307671.12	OTHER	1.000000	0.000000	
ENST00000307729.12	OTHER	1.000000	0.000002	
ENST00000308527.6	OTHER	1.000000	0.000001	
ENST00000308659.12	OTHER	1.000000	0.000000	
ENST00000309083.8	OTHER	1.000000	0.000000	
ENST00000309794.16	OTHER	1.000000	0.000001	
ENST00000310454.10	OTHER	0.964195	0.035824	
ENST00000311044.8	OTHER	1.000000	0.000000	
ENST00000311086.9	OTHER	1.000000	0.000000	
ENST00000311124.9	OTHER	0.999995	0.000005	
ENST00000311212.9	OTHER	1.000000	0.000000	
ENST00000311604.8	OTHER	1.000000	0.000000	
ENST00000311852.11	SP	0.000854	0.999107	CS pos: 28-29. Pr: 0.9425
ENST00000313056.10	OTHER	0.999801	0.000205	
ENST00000314673.8	OTHER	0.999033	0.000959	
ENST00000314737.9	OTHER	1.000000	0.000001	
ENST00000315273.4	OTHER	1.000000	0.000000	
ENST00000315588.11	OTHER	1.000000	0.000000	
ENST00000315782.6	SP	0.000217	0.999754	CS pos: 18-19. Pr: 0.9559
ENST00000315930.11	OTHER	1.000000	0.000000	
ENST00000316068.7	OTHER	1.000000	0.000000	
ENST00000316316.10	OTHER	1.000000	0.000000	
ENST00000316433.9	OTHER	1.000000	0.000001	
ENST00000316459.4	OTHER	1.000000	0.000000	
ENST00000316629.8	OTHER	1.000000	0.000000	
ENST00000316715.9	OTHER	0.999956	0.000090	
ENST00000316950.11	OTHER	1.000000	0.000000	
ENST00000317446.7	SP	0.000249	0.999724	CS pos: 22-23. Pr: 0.6747
ENST00000317552.9	OTHER	1.000000	0.000000	
ENST00000318129.6	OTHER	1.000000	0.000000	
ENST00000318622.8	OTHER	1.000000	0.000001	
ENST00000319397.7	OTHER	1.000000	0.000000	
ENST00000319449.9	OTHER	0.998102	0.001903	
ENST00000320211.10	OTHER	1.000000	0.000001	
ENST00000320895.10	OTHER	1.000000	0.000001	
ENST00000320985.14	OTHER	1.000000	0.000000	
ENST00000321117.10	OTHER	1.000000	0.000000	
ENST00000321764.4	OTHER	1.000000	0.000000	
ENST00000321949.13	OTHER	1.000000	0.000000	
ENST00000322165.1	OTHER	0.996138	0.003887	
ENST00000322507.13	SP	0.000286	0.999674	CS pos: 23-24. Pr: 0.9814
ENST00000322684.7	OTHER	1.000000	0.000000	
ENST00000322953.9	OTHER	1.000000	0.000000	
ENST00000324001.8	OTHER	1.000000	0.000000	
ENST00000324172.10	OTHER	1.000000	0.000000	
ENST00000324453.13	OTHER	1.000000	0.000000	
ENST00000325327.4	OTHER	1.000000	0.000000	
ENST00000325642.7	OTHER	1.000000	0.000000	
ENST00000325658.3	OTHER	1.000000	0.000001	
ENST00000325805.13	OTHER	1.000000	0.000000	
ENST00000325881.9	OTHER	1.000000	0.000000	
ENST00000326324.10	SP	0.000260	0.999719	CS pos: 21-22. Pr: 0.9804
ENST00000326434.9	SP	0.001242	0.998738	CS pos: 29-30. Pr: 0.9686
ENST00000326587.12	OTHER	1.000000	0.000000	
ENST00000327247.9	SP	0.002059	0.997927	CS pos: 39-40. Pr: 0.7888
ENST00000327628.10	OTHER	0.662950	0.337056	
ENST00000327858.11	SP	0.000267	0.999686	CS pos: 29-30. Pr: 0.9729
ENST00000328514.11	OTHER	1.000000	0.000000	
ENST00000328709.8	OTHER	1.000000	0.000000	
ENST00000329197.9	OTHER	0.999801	0.000205	
ENST00000329209.9	OTHER	1.000000	0.000000	
ENST00000329293.4	SP	0.000212	0.999774	CS pos: 25-26. Pr: 0.9770
ENST00000329548.5	OTHER	0.984344	0.015645	
ENST00000330295.10	SP	0.000278	0.999700	CS pos: 30-31. Pr: 0.9719
ENST00000330452.8	OTHER	1.000000	0.000000	
ENST00000330677.7	OTHER	1.000000	0.000005	
ENST00000331314.11	OTHER	1.000000	0.000001	
ENST00000331968.11	OTHER	1.000000	0.000001	
ENST00000332966.8	SP	0.000405	0.999566	CS pos: 33-34. Pr: 0.9617
ENST00000333003.10	OTHER	1.000000	0.000005	
ENST00000333137.12	OTHER	1.000000	0.000000	
ENST00000333407.11	OTHER	1.000000	0.000001	
ENST00000333957.8	OTHER	1.000000	0.000000	
ENST00000333972.11	OTHER	1.000000	0.000019	
ENST00000334564.11	OTHER	1.000000	0.000000	
ENST00000335327.6	OTHER	1.000000	0.000000	
ENST00000335875.9	OTHER	1.000000	0.000001	
ENST00000336156.10	OTHER	1.000000	0.000000	
ENST00000336332.5	OTHER	1.000000	0.000001	
ENST00000336557.9	OTHER	1.000000	0.000000	
ENST00000337019.7	OTHER	1.000000	0.000000	
ENST00000337057.8	OTHER	1.000000	0.000000	
ENST00000337352.10	OTHER	1.000000	0.000003	
ENST00000337566.9	OTHER	1.000000	0.000008	
ENST00000337706.7	OTHER	1.000000	0.000000	
ENST00000338401.8	OTHER	1.000000	0.000000	
ENST00000338446.8	OTHER	0.998485	0.001548	
ENST00000338797.10	OTHER	1.000000	0.000000	
ENST00000338963.6	OTHER	1.000000	0.000000	
ENST00000339556.8	OTHER	1.000000	0.000000	
ENST00000339738.10	OTHER	1.000000	0.000000	
ENST00000340192.11	OTHER	1.000000	0.000000	
ENST00000340370.10	OTHER	1.000000	0.000000	
ENST00000340537.9	OTHER	1.000000	0.000000	
ENST00000340630.9	OTHER	1.000000	0.000000	
ENST00000340912.6	OTHER	1.000000	0.000000	
ENST00000341420.5	SP	0.000259	0.999714	CS pos: 28-29. Pr: 0.9663
ENST00000341421.7	OTHER	1.000000	0.000001	
ENST00000342179.9	OTHER	0.999932	0.000082	
ENST00000342272.3	OTHER	1.000000	0.000005	
ENST00000343023.10	OTHER	1.000000	0.000000	
ENST00000343267.8	SP	0.000224	0.999720	CS pos: 20-21. Pr: 0.9765
ENST00000343550.9	OTHER	1.000000	0.000000	
ENST00000343575.11	SP	0.000190	0.999785	CS pos: 21-22. Pr: 0.9811
ENST00000343769.6	OTHER	1.000000	0.000001	
ENST00000343813.10	OTHER	1.000000	0.000001	
ENST00000344008.5	OTHER	1.000000	0.000000	
ENST00000344102.9	OTHER	0.999739	0.000323	
ENST00000344209.10	SP	0.013994	0.985959	CS pos: 23-24. Pr: 0.9120
ENST00000344721.8	OTHER	1.000000	0.000003	
ENST00000345356.10	SP	0.000889	0.999091	CS pos: 23-24. Pr: 0.9642
ENST00000345415.11	OTHER	1.000000	0.000000	
ENST00000346134.11	OTHER	1.000000	0.000000	
ENST00000346348.7	OTHER	0.999033	0.000959	
ENST00000346691.9	OTHER	1.000000	0.000001	
ENST00000346834.8	OTHER	1.000000	0.000000	
ENST00000347262.8	OTHER	1.000000	0.000000	
ENST00000347557.6	OTHER	1.000000	0.000000	
ENST00000348579.6	OTHER	0.999982	0.000045	
ENST00000348750.8	OTHER	1.000000	0.000000	
ENST00000349051.9	OTHER	1.000000	0.000001	
ENST00000349598.6	OTHER	1.000000	0.000000	
ENST00000350302.8	OTHER	1.000000	0.000000	
ENST00000351578.12	OTHER	1.000000	0.000000	
ENST00000351659.7	OTHER	1.000000	0.000000	
ENST00000351829.9	OTHER	1.000000	0.000000	
ENST00000352591.9	SP	0.000278	0.999677	CS pos: 34-35. Pr: 0.9657
ENST00000352684.2	OTHER	1.000000	0.000000	
ENST00000353625.8	OTHER	1.000000	0.000000	
ENST00000354412.7	SP	0.000258	0.999730	CS pos: 34-35. Pr: 0.4267
ENST00000354744.8	SP	0.000187	0.999785	CS pos: 20-21. Pr: 0.9799
ENST00000354841.4	OTHER	1.000000	0.000001	
ENST00000355190.7	OTHER	1.000000	0.000000	
ENST00000355209.9	OTHER	1.000000	0.000008	
ENST00000355338.6	OTHER	1.000000	0.000000	
ENST00000355354.13	SP	0.000427	0.999557	CS pos: 18-19. Pr: 0.8279
ENST00000355472.10	OTHER	1.000000	0.000000	
ENST00000355673.8	OTHER	1.000000	0.000003	
ENST00000355854.8	OTHER	1.000000	0.000000	
ENST00000355958.9	OTHER	1.000000	0.000000	
ENST00000356080.9	OTHER	1.000000	0.000000	
ENST00000356207.9	SP	0.000233	0.999750	CS pos: 21-22. Pr: 0.9805
ENST00000356392.9	OTHER	1.000000	0.000000	
ENST00000356786.10	OTHER	0.924625	0.075365	
ENST00000356942.9	OTHER	0.999830	0.000177	
ENST00000357060.8	OTHER	0.999644	0.000406	
ENST00000357321.9	OTHER	1.000000	0.000001	
ENST00000357460.7	OTHER	1.000000	0.000000	
ENST00000357485.8	OTHER	1.000000	0.000003	
ENST00000357552.8	OTHER	1.000000	0.000000	
ENST00000357635.10	OTHER	1.000000	0.000001	
ENST00000357776.6	OTHER	1.000000	0.000000	
ENST00000358066.8	SP	0.000187	0.999785	CS pos: 20-21. Pr: 0.9799
ENST00000358102.8	OTHER	1.000000	0.000003	
ENST00000358278.7	OTHER	1.000000	0.000000	
ENST00000358655.8	OTHER	0.999739	0.000323	
ENST00000358707.7	OTHER	1.000000	0.000000	
ENST00000358777.10	SP	0.000263	0.999705	CS pos: 32-33. Pr: 0.9732
ENST00000359086.4	SP	0.000209	0.999769	CS pos: 19-20. Pr: 0.9804
ENST00000359139.7	OTHER	1.000000	0.000000	
ENST00000359370.10	OTHER	1.000000	0.000000	
ENST00000359470.6	OTHER	1.000000	0.000001	
ENST00000359478.7	SP	0.000239	0.999741	CS pos: 28-29. Pr: 0.9695
ENST00000359524.7	OTHER	1.000000	0.000000	
ENST00000359787.5	OTHER	1.000000	0.000000	
ENST00000359902.2	OTHER	1.000000	0.000000	
ENST00000360000.8	OTHER	1.000000	0.000000	
ENST00000360141.8	SP	0.000231	0.999736	CS pos: 17-18. Pr: 0.9715
ENST00000360162.7	OTHER	1.000000	0.000000	
ENST00000360476.8	SP	0.000380	0.999575	CS pos: 26-27. Pr: 0.9574
ENST00000360570.8	OTHER	1.000000	0.000000	
ENST00000360668.8	OTHER	1.000000	0.000000	
ENST00000360851.4	OTHER	1.000000	0.000000	
ENST00000360966.9	OTHER	1.000000	0.000000	
ENST00000360986.9	SP	0.000207	0.999777	CS pos: 18-19. Pr: 0.9586
ENST00000361042.8	OTHER	1.000000	0.000000	
ENST00000361175.8	OTHER	1.000000	0.000000	
ENST00000361229.8	OTHER	1.000000	0.000000	
ENST00000361278.7	OTHER	1.000000	0.000000	
ENST00000361309.6	SP	0.000427	0.999557	CS pos: 18-19. Pr: 0.8279
ENST00000361418.10	OTHER	1.000000	0.000000	
ENST00000361521.9	OTHER	1.000000	0.000015	
ENST00000361600.9	OTHER	1.000000	0.000000	
ENST00000361948.8	OTHER	1.000000	0.000000	
ENST00000361961.7	OTHER	1.000000	0.000000	
ENST00000362089.10	OTHER	0.549112	0.450889	
ENST00000366254.2	OTHER	0.999129	0.000868	
ENST00000366888.7	OTHER	1.000000	0.000000	
ENST00000366889.6	OTHER	1.000000	0.000000	
ENST00000367005.8	OTHER	1.000000	0.000000	
ENST00000367006.8	OTHER	1.000000	0.000001	
ENST00000367429.9	SP	0.000215	0.999743	CS pos: 18-19. Pr: 0.9788
ENST00000367750.7	OTHER	1.000000	0.000001	
ENST00000367972.8	SP	0.000356	0.999623	CS pos: 33-34. Pr: 0.9644
ENST00000368006.8	OTHER	1.000000	0.000000	
ENST00000368011.9	OTHER	0.999883	0.000164	
ENST00000368072.10	OTHER	1.000000	0.000000	
ENST00000368134.6	OTHER	1.000000	0.000000	
ENST00000368373.8	SP	0.002059	0.997927	CS pos: 39-40. Pr: 0.7888
ENST00000368619.3	OTHER	1.000000	0.000018	
ENST00000368620.2	OTHER	1.000000	0.000018	
ENST00000368916.1	OTHER	1.000000	0.000000	
ENST00000368918.8	OTHER	1.000000	0.000000	
ENST00000368923.8	OTHER	0.999917	0.000095	
ENST00000368924.9	OTHER	0.999917	0.000095	
ENST00000368947.9	OTHER	1.000000	0.000000	
ENST00000369031.4	OTHER	1.000000	0.000000	
ENST00000369037.9	OTHER	1.000000	0.000000	
ENST00000369038.6	SP	0.000251	0.999721	CS pos: 24-25. Pr: 0.9798
ENST00000369039.9	SP	0.000251	0.999721	CS pos: 24-25. Pr: 0.9798
ENST00000369041.9	SP	0.000251	0.999721	CS pos: 24-25. Pr: 0.9798
ENST00000369081.3	OTHER	0.999975	0.000083	
ENST00000369627.6	OTHER	0.999033	0.000959	
ENST00000369719.2	OTHER	0.999644	0.000406	
ENST00000369720.6	OTHER	0.999644	0.000406	
ENST00000369931.3	OTHER	1.000000	0.000000	
ENST00000369975.6	OTHER	1.000000	0.000000	
ENST00000369977.8	OTHER	1.000000	0.000000	
ENST00000370012.1	OTHER	1.000000	0.000000	
ENST00000370274.8	OTHER	1.000000	0.000000	
ENST00000370695.8	SP	0.399895	0.600098	CS pos: 42-43. Pr: 0.5331
ENST00000370698.7	SP	0.399895	0.600098	CS pos: 42-43. Pr: 0.5331
ENST00000370701.6	OTHER	1.000000	0.000001	
ENST00000371001.6	OTHER	1.000000	0.000000	
ENST00000371059.7	SP	0.269510	0.730478	CS pos: 21-22. Pr: 0.6090
ENST00000371060.7	SP	0.269510	0.730478	CS pos: 21-22. Pr: 0.6090
ENST00000371419.7	OTHER	1.000000	0.000000	
ENST00000371432.7	OTHER	1.000000	0.000000	
ENST00000371953.8	OTHER	1.000000	0.000000	
ENST00000372070.7	OTHER	1.000000	0.000000	
ENST00000372121.5	OTHER	1.000000	0.000000	
ENST00000372185.5	OTHER	0.996373	0.003655	
ENST00000372187.9	OTHER	1.000000	0.000002	
ENST00000372685.8	OTHER	1.000000	0.000000	
ENST00000372742.1	OTHER	1.000000	0.000002	
ENST00000372980.4	OTHER	1.000000	0.000005	
ENST00000372997.3	OTHER	1.000000	0.000001	
ENST00000373084.8	OTHER	1.000000	0.000000	
ENST00000373095.6	OTHER	1.000000	0.000000	
ENST00000373502.10	OTHER	1.000000	0.000013	
ENST00000373504.10	OTHER	1.000000	0.000013	
ENST00000373510.9	OTHER	1.000000	0.000000	
ENST00000373674.4	SP	0.000198	0.999794	CS pos: 27-28. Pr: 0.9710
ENST00000373808.8	OTHER	1.000000	0.000000	
ENST00000373818.8	SP	0.000293	0.999689	CS pos: 27-28. Pr: 0.9702
ENST00000373824.9	OTHER	1.000000	0.000000	
ENST00000373921.8	OTHER	1.000000	0.000000	
ENST00000373925.5	OTHER	1.000000	0.000000	
ENST00000373927.7	OTHER	1.000000	0.000000	
ENST00000373960.4	OTHER	1.000000	0.000000	
ENST00000374426.6	SP	0.000190	0.999785	CS pos: 21-22. Pr: 0.9811
ENST00000374429.6	SP	0.000190	0.999785	CS pos: 21-22. Pr: 0.9811
ENST00000374611.9	OTHER	1.000000	0.000001	
ENST00000374675.7	SP	0.026165	0.973798	CS pos: 27-28. Pr: 0.8804
ENST00000374677.8	SP	0.026165	0.973798	CS pos: 27-28. Pr: 0.8804
ENST00000374837.7	OTHER	1.000000	0.000000	
ENST00000374876.4	OTHER	1.000000	0.000001	
ENST00000374877.7	OTHER	1.000000	0.000001	
ENST00000374881.3	OTHER	0.961746	0.038268	
ENST00000374882.8	OTHER	1.000000	0.000002	
ENST00000375023.3	SP	0.000197	0.999754	CS pos: 23-24. Pr: 0.9727
ENST00000375055.6	SP	0.000198	0.999760	CS pos: 23-24. Pr: 0.6424
ENST00000375069.7	SP	0.000198	0.999760	CS pos: 23-24. Pr: 0.6424
ENST00000375070.7	OTHER	1.000000	0.000000	
ENST00000375076.9	SP	0.000198	0.999760	CS pos: 23-24. Pr: 0.6424
ENST00000375244.7	SP	0.000231	0.999780	CS pos: 23-24. Pr: 0.9779
ENST00000375321.1	OTHER	1.000000	0.000000	
ENST00000375322.2	OTHER	1.000000	0.000000	
ENST00000375327.6	OTHER	1.000000	0.000000	
ENST00000375482.8	OTHER	1.000000	0.000003	
ENST00000375722.5	OTHER	1.000000	0.000000	
ENST00000375747.5	OTHER	1.000000	0.000000	
ENST00000375751.8	OTHER	1.000000	0.000000	
ENST00000375754.9	OTHER	1.000000	0.000000	
ENST00000375772.7	OTHER	1.000000	0.000000	
ENST00000375966.8	OTHER	1.000000	0.000000	
ENST00000376215.10	OTHER	1.000000	0.000000	
ENST00000376250.6	OTHER	1.000000	0.000003	
ENST00000376512.2	OTHER	0.999972	0.000024	
ENST00000376521.6	OTHER	0.999972	0.000024	
ENST00000376529.8	OTHER	0.999972	0.000024	
ENST00000376667.7	OTHER	1.000000	0.000000	
ENST00000376692.9	OTHER	1.000000	0.000000	
ENST00000376874.9	OTHER	1.000000	0.000000	
ENST00000377022.8	OTHER	1.000000	0.000000	
ENST00000377059.7	OTHER	1.000000	0.000002	
ENST00000377072.8	OTHER	1.000000	0.000002	
ENST00000377100.8	OTHER	1.000000	0.000002	
ENST00000377184.7	OTHER	1.000000	0.000000	
ENST00000377258.5	OTHER	1.000000	0.000000	
ENST00000377263.6	OTHER	1.000000	0.000000	
ENST00000377284.5	OTHER	1.000000	0.000001	
ENST00000377350.7	OTHER	1.000000	0.000000	
ENST00000377842.7	OTHER	1.000000	0.000003	
ENST00000377855.6	OTHER	1.000000	0.000006	
ENST00000377934.4	SP	0.000287	0.999686	CS pos: 31-32. Pr: 0.9703
ENST00000378053.3	SP	0.000259	0.999714	CS pos: 28-29. Pr: 0.9663
ENST00000378424.9	OTHER	1.000000	0.000001	
ENST00000378427.6	OTHER	1.000000	0.000001	
ENST00000378600.7	OTHER	1.000000	0.000001	
ENST00000378601.7	OTHER	1.000000	0.000001	
